Date,Height,England,GlobalTrend,Tidal Component,Non-Tidal Residual
30/10/1969,3.55,3.74,-0.0013,-0.19,-0.1887
31/10/1969,3.55,3.48,-0.0013,0.07,0.0713
31/10/1969,3.4,3.61,-0.0013,-0.21,-0.2087
01/11/1969,3.52,3.28,-0.0013,0.24,0.2413
01/11/1969,3.25,3.46,-0.0013,-0.21,-0.2087
02/11/1969,3.61,3.14,-0.0013,0.47,0.4713
02/11/1969,3.19,3.35,-0.0013,-0.16,-0.1587
03/11/1969,3.43,3.12,-0.0013,0.31,0.3113
03/11/1969,3.25,3.35,-0.0013,-0.1,-0.0987
04/11/1969,3.4,3.23,-0.0013,0.17,0.1713
04/11/1969,3.1,3.44,-0.0013,-0.34,-0.3387
05/11/1969,3.46,3.4,-0.0013,0.06,0.0613
05/11/1969,3.16,3.58,-0.0013,-0.42,-0.4187
06/11/1969,3.55,3.57,-0.0013,-0.02,-0.0187
06/11/1969,3.49,3.73,-0.0013,-0.24,-0.2387
07/11/1969,4.16,3.73,-0.0013,0.43,0.4313
07/11/1969,3.86,3.87,-0.0013,-0.01,-0.0087
08/11/1969,3.86,3.88,-0.0013,-0.02,-0.0187
08/11/1969,3.86,3.99,-0.0013,-0.13,-0.1287
09/11/1969,4.47,4,-0.0013,0.47,0.4713
09/11/1969,3.95,4.08,-0.0013,-0.13,-0.1287
10/11/1969,4.25,4.09,-0.0013,0.16,0.1613
10/11/1969,4.19,4.12,-0.0013,0.07,0.0713
11/11/1969,4.5,4.14,-0.0013,0.36,0.3613
12/11/1969,4.62,4.09,-0.0013,0.53,0.5313
12/11/1969,4.56,4.14,-0.0013,0.42,0.4213
13/11/1969,4.31,4.01,-0.0013,0.3,0.3013
13/11/1969,4.31,4.1,-0.0013,0.21,0.2113
14/11/1969,4.31,3.87,-0.0013,0.44,0.4413
14/11/1969,4.16,4.01,-0.0013,0.15,0.1513
15/11/1969,3.89,3.71,-0.0013,0.18,0.1813
15/11/1969,3.83,3.91,-0.0013,-0.08,-0.0787
16/11/1969,3.86,3.57,-0.0013,0.29,0.2913
16/11/1969,3.74,3.83,-0.0013,-0.09,-0.0887
17/11/1969,3.64,3.52,-0.0013,0.12,0.1213
17/11/1969,3.1,3.8,-0.0013,-0.7,-0.6987
18/11/1969,3.95,3.55,-0.0013,0.4,0.4013
18/11/1969,3.49,3.83,-0.0013,-0.34,-0.3387
19/11/1969,3.95,3.65,-0.0013,0.3,0.3013
19/11/1969,3.49,3.89,-0.0013,-0.4,-0.3987
20/11/1969,4.01,3.77,-0.0013,0.24,0.2413
20/11/1969,3.58,3.96,-0.0013,-0.38,-0.3787
21/11/1969,4.16,3.86,-0.0013,0.3,0.3013
21/11/1969,3.83,4,-0.0013,-0.17,-0.1687
22/11/1969,3.74,3.91,-0.0013,-0.17,-0.1687
22/11/1969,3.58,4,-0.0013,-0.42,-0.4187
23/11/1969,3.86,3.94,-0.0013,-0.08,-0.0787
23/11/1969,3.83,3.96,-0.0013,-0.13,-0.1287
24/11/1969,4.01,3.96,-0.0013,0.05,0.0513
24/11/1969,3.89,3.9,-0.0013,-0.01,-0.0087
25/11/1969,3.86,3.96,-0.0013,-0.1,-0.0987
26/11/1969,3.83,3.83,-0.0013,0,0.0013
26/11/1969,3.83,3.95,-0.0013,-0.12,-0.1187
27/11/1969,3.77,3.74,-0.0013,0.03,0.0313
27/11/1969,3.37,3.92,-0.0013,-0.55,-0.5487
28/11/1969,3.5052,3.63,-0.0013,-0.1248,-0.1987
28/11/1969,3.43,3.85,-0.0013,-0.42,-0.4487
29/11/1969,3.4,3.52,-0.0013,-0.12,-0.1187
29/11/1969,3.37,3.74,-0.0013,-0.37,-0.3687
30/11/1969,3.37,3.39,-0.0013,-0.02,-0.0187
30/11/1969,3.37,3.62,-0.0013,-0.25,-0.2487
01/12/1969,3.37,3.28,-0.0013,0.09,0.0913
01/12/1969,3.1,3.51,-0.0013,-0.41,-0.4087
02/12/1969,3.22,3.23,-0.0013,-0.01,-0.0087
02/12/1969,3.1,3.43,-0.0013,-0.33,-0.3287
03/12/1969,3.25,3.25,-0.0013,0,0.0013
03/12/1969,3.07,3.43,-0.0013,-0.36,-0.3587
04/12/1969,3.1,3.35,-0.0013,-0.25,-0.2487
04/12/1969,3.07,3.5,-0.0013,-0.43,-0.4287
05/12/1969,3.43,3.5,-0.0013,-0.07,-0.0687
05/12/1969,3.13,3.61,-0.0013,-0.48,-0.4787
06/12/1969,3.34,3.66,-0.0013,-0.32,-0.3187
06/12/1969,3.31,3.75,-0.0013,-0.44,-0.4387
07/12/1969,3.55,3.83,-0.0013,-0.28,-0.2787
07/12/1969,3.52,3.89,-0.0013,-0.37,-0.3687
08/12/1969,3.64,3.99,-0.0013,-0.35,-0.3487
08/12/1969,3.58,4,-0.0013,-0.42,-0.4187
09/12/1969,3.89,4.12,-0.0013,-0.23,-0.2287
09/12/1969,3.86,4.06,-0.0013,-0.2,-0.1987
10/12/1969,3.95,4.21,-0.0013,-0.26,-0.2587
11/12/1969,4.01,4.07,-0.0013,-0.06,-0.0587
11/12/1969,3.92,4.26,-0.0013,-0.34,-0.3387
12/12/1969,4.04,4.03,-0.0013,0.01,0.0113
12/12/1969,3.86,4.25,-0.0013,-0.39,-0.3887
13/12/1969,4.16,3.93,-0.0013,0.23,0.2313
13/12/1969,3.8,4.2,-0.0013,-0.4,-0.3987
14/12/1969,4.38,3.82,-0.0013,0.56,0.5613
14/12/1969,4.13,4.13,-0.0013,0,0.0013
15/12/1969,3.8,3.7,-0.0013,0.1,0.1013
15/12/1969,3.71,4.03,-0.0013,-0.32,-0.3187
16/12/1969,3.74,3.62,-0.0013,0.12,0.1213
16/12/1969,3.25,3.93,-0.0013,-0.68,-0.6787
17/12/1969,3.92,3.58,-0.0013,0.34,0.3413
17/12/1969,3.71,3.85,-0.0013,-0.14,-0.1387
18/12/1969,3.64,3.59,-0.0013,0.05,0.0513
18/12/1969,3.52,3.79,-0.0013,-0.27,-0.2687
19/12/1969,3.64,3.65,-0.0013,-0.01,-0.0087
19/12/1969,3.55,3.77,-0.0013,-0.22,-0.2187
20/12/1969,3.71,3.73,-0.0013,-0.02,-0.0187
20/12/1969,3.49,3.76,-0.0013,-0.27,-0.2687
21/12/1969,4.01,3.81,-0.0013,0.2,0.2013
21/12/1969,3.95,3.75,-0.0013,0.2,0.2013
22/12/1969,3.58,3.88,-0.0013,-0.3,-0.2987
22/12/1969,3.55,3.74,-0.0013,-0.19,-0.1887
23/12/1969,3.71,3.93,-0.0013,-0.22,-0.2187
23/12/1969,3.4,3.72,-0.0013,-0.32,-0.3187
24/12/1969,3.92,3.96,-0.0013,-0.04,-0.0387
25/12/1969,3.74,3.7,-0.0013,0.04,0.0413
25/12/1969,3.58,3.97,-0.0013,-0.39,-0.3887
26/12/1969,3.58,3.67,-0.0013,-0.09,-0.0887
26/12/1969,3.55,3.96,-0.0013,-0.41,-0.4087
27/12/1969,3.55,3.63,-0.0013,-0.08,-0.0787
27/12/1969,3.43,3.92,-0.0013,-0.49,-0.4887
28/12/1969,3.67,3.59,-0.0013,0.08,0.0813
28/12/1969,3.43,3.85,-0.0013,-0.42,-0.4187
29/12/1969,3.83,3.53,-0.0013,0.3,0.3013
29/12/1969,3.55,3.77,-0.0013,-0.22,-0.2187
30/12/1969,3.71,3.46,-0.0013,0.25,0.2513
30/12/1969,3.4,3.67,-0.0013,-0.27,-0.2687
31/12/1969,3.4,3.4,-0.0013,0,0.0013
31/12/1969,3.25,3.58,-0.0013,-0.33,-0.3287
01/01/1970,3.28,3.34,-0.0013,-0.06,-0.0587
01/01/1970,3.22,3.5,-0.0013,-0.28,-0.2787
02/01/1970,3.43,3.33,-0.0013,0.1,0.1013
02/01/1970,3.25,3.46,-0.0013,-0.21,-0.2087
03/01/1970,3.4,3.39,-0.0013,0.01,0.0113
03/01/1970,3.37,3.49,-0.0013,-0.12,-0.1187
04/01/1970,3.64,3.52,-0.0013,0.12,0.1213
04/01/1970,3.43,3.59,-0.0013,-0.16,-0.1587
05/01/1970,3.74,3.71,-0.0013,0.03,0.0313
05/01/1970,3.61,3.74,-0.0013,-0.13,-0.1287
06/01/1970,3.71,3.91,-0.0013,-0.2,-0.1987
06/01/1970,3.58,3.89,-0.0013,-0.31,-0.3087
07/01/1970,4.19,4.1,-0.0013,0.09,0.0913
07/01/1970,3.86,4.01,-0.0013,-0.15,-0.1487
08/01/1970,4.74,4.25,-0.0013,0.49,0.4913
09/01/1970,4.8,4.07,-0.0013,0.73,0.7313
09/01/1970,4.47,4.35,-0.0013,0.12,0.1213
10/01/1970,4.62,4.06,-0.0013,0.56,0.5613
10/01/1970,4.47,4.38,-0.0013,0.09,0.0913
11/01/1970,4.65,4,-0.0013,0.65,0.6513
11/01/1970,4.31,4.34,-0.0013,-0.03,-0.0287
12/01/1970,4.53,3.89,-0.0013,0.64,0.6413
12/01/1970,4.31,4.25,-0.0013,0.06,0.0613
13/01/1970,4.62,3.76,-0.0013,0.86,0.8613
13/01/1970,4.01,4.1,-0.0013,-0.09,-0.0887
14/01/1970,4.31,3.62,-0.0013,0.69,0.6913
14/01/1970,4.19,3.92,-0.0013,0.27,0.2713
15/01/1970,3.95,3.51,-0.0013,0.44,0.4413
15/01/1970,3.71,3.73,-0.0013,-0.02,-0.0187
16/01/1970,3.55,3.45,-0.0013,0.1,0.1013
16/01/1970,3.37,3.58,-0.0013,-0.21,-0.2087
17/01/1970,3.55,3.46,-0.0013,0.09,0.0913
17/01/1970,3.52,3.49,-0.0013,0.03,0.0313
18/01/1970,3.86,3.54,-0.0013,0.32,0.3213
18/01/1970,3.71,3.48,-0.0013,0.23,0.2313
19/01/1970,3.83,3.66,-0.0013,0.17,0.1713
19/01/1970,3.83,3.52,-0.0013,0.31,0.3113
20/01/1970,3.86,3.78,-0.0013,0.08,0.0813
20/01/1970,3.83,3.56,-0.0013,0.27,0.2713
21/01/1970,4.31,3.87,-0.0013,0.44,0.4413
21/01/1970,3.55,3.59,-0.0013,-0.04,-0.0387
22/01/1970,4.01,3.93,-0.0013,0.08,0.0813
22/01/1970,3.86,3.62,-0.0013,0.24,0.2413
23/01/1970,4.19,3.96,-0.0013,0.23,0.2313
24/01/1970,4.13,3.64,-0.0013,0.49,0.4913
24/01/1970,3.86,3.96,-0.0013,-0.1,-0.0987
25/01/1970,4.1,3.66,-0.0013,0.44,0.4413
25/01/1970,4.01,3.95,-0.0013,0.06,0.0613
26/01/1970,4.04,3.67,-0.0013,0.37,0.3713
26/01/1970,3.74,3.92,-0.0013,-0.18,-0.1787
27/01/1970,3.83,3.66,-0.0013,0.17,0.1713
27/01/1970,3.55,3.87,-0.0013,-0.32,-0.3187
28/01/1970,3.89,3.62,-0.0013,0.27,0.2713
28/01/1970,3.64,3.79,-0.0013,-0.15,-0.1487
29/01/1970,3.98,3.55,-0.0013,0.43,0.4313
29/01/1970,3.55,3.68,-0.0013,-0.13,-0.1287
30/01/1970,3.4,3.45,-0.0013,-0.05,-0.0487
30/01/1970,3.4,3.54,-0.0013,-0.14,-0.1387
31/01/1970,3.58,3.35,-0.0013,0.23,0.2313
31/01/1970,3.22,3.41,-0.0013,-0.19,-0.1887
01/02/1970,3.74,3.3,-0.0013,0.44,0.4413
01/02/1970,3.58,3.34,-0.0013,0.24,0.2413
02/02/1970,3.64,3.36,-0.0013,0.28,0.2813
02/02/1970,3.19,3.41,-0.0013,-0.22,-0.2187
03/02/1970,3.58,3.55,-0.0013,0.03,0.0313
03/02/1970,3.55,3.59,-0.0013,-0.04,-0.0387
04/02/1970,4.07,3.81,-0.0013,0.26,0.2613
04/02/1970,3.92,3.8,-0.0013,0.12,0.1213
05/02/1970,4.04,4.06,-0.0013,-0.02,-0.0187
05/02/1970,3.92,3.97,-0.0013,-0.05,-0.0487
06/02/1970,4.19,4.26,-0.0013,-0.07,-0.0687
06/02/1970,3.89,4.06,-0.0013,-0.17,-0.1687
07/02/1970,4.62,4.38,-0.0013,0.24,0.2413
08/02/1970,4.31,4.07,-0.0013,0.24,0.2413
08/02/1970,4.01,4.42,-0.0013,-0.41,-0.4087
09/02/1970,4.44,4.01,-0.0013,0.43,0.4313
09/02/1970,4.01,4.36,-0.0013,-0.35,-0.3487
10/02/1970,4.13,3.9,-0.0013,0.23,0.2313
10/02/1970,3.86,4.23,-0.0013,-0.37,-0.3687
11/02/1970,4.07,3.76,-0.0013,0.31,0.3113
11/02/1970,3.67,4.04,-0.0013,-0.37,-0.3687
12/02/1970,3.71,3.6,-0.0013,0.11,0.1113
12/02/1970,3.4,3.8,-0.0013,-0.4,-0.3987
13/02/1970,3.4,3.43,-0.0013,-0.03,-0.0287
13/02/1970,3.4,3.54,-0.0013,-0.14,-0.1387
14/02/1970,3.22,3.31,-0.0013,-0.09,-0.0887
14/02/1970,2.97,3.32,-0.0013,-0.35,-0.3487
15/02/1970,3.07,3.28,-0.0013,-0.21,-0.2087
15/02/1970,2.97,3.22,-0.0013,-0.25,-0.2487
16/02/1970,3.13,3.35,-0.0013,-0.22,-0.2187
16/02/1970,3.13,3.25,-0.0013,-0.12,-0.1187
17/02/1970,3.55,3.5,-0.0013,0.05,0.0513
17/02/1970,2.97,3.35,-0.0013,-0.38,-0.3787
18/02/1970,3.49,3.66,-0.0013,-0.17,-0.1687
18/02/1970,3.28,3.45,-0.0013,-0.17,-0.1687
19/02/1970,3.64,3.79,-0.0013,-0.15,-0.1487
19/02/1970,3.28,3.54,-0.0013,-0.26,-0.2587
20/02/1970,3.74,3.87,-0.0013,-0.13,-0.1287
20/02/1970,3.74,3.6,-0.0013,0.14,0.1413
21/02/1970,4.16,3.91,-0.0013,0.25,0.2513
22/02/1970,4.01,3.65,-0.0013,0.36,0.3613
22/02/1970,3.98,3.92,-0.0013,0.06,0.0613
23/02/1970,3.98,3.71,-0.0013,0.27,0.2713
23/02/1970,3.74,3.93,-0.0013,-0.19,-0.1887
24/02/1970,3.71,3.75,-0.0013,-0.04,-0.0387
24/02/1970,3.71,3.93,-0.0013,-0.22,-0.2187
25/02/1970,3.46,3.77,-0.0013,-0.31,-0.3087
25/02/1970,3.4,3.89,-0.0013,-0.49,-0.4887
26/02/1970,3.4,3.74,-0.0013,-0.34,-0.3387
26/02/1970,3.4,3.82,-0.0013,-0.42,-0.4187
27/02/1970,3.37,3.66,-0.0013,-0.29,-0.2887
27/02/1970,3.34,3.69,-0.0013,-0.35,-0.3487
28/02/1970,3.25,3.52,-0.0013,-0.27,-0.2687
28/02/1970,3.22,3.52,-0.0013,-0.3,-0.2987
01/03/1970,3.34,3.36,-0.0012,-0.02,-0.0188
01/03/1970,3.19,3.33,-0.0012,-0.14,-0.1388
02/03/1970,3.28,3.24,-0.0012,0.04,0.0412
02/03/1970,3.22,3.22,-0.0012,0,0.0012
03/03/1970,3.4,3.27,-0.0012,0.13,0.1312
03/03/1970,3.1,3.31,-0.0012,-0.21,-0.2088
04/03/1970,3.58,3.48,-0.0012,0.1,0.1012
04/03/1970,3.22,3.52,-0.0012,-0.3,-0.2988
05/03/1970,3.67,3.76,-0.0012,-0.09,-0.0888
05/03/1970,3.52,3.75,-0.0012,-0.23,-0.2288
06/03/1970,3.83,4.03,-0.0012,-0.2,-0.1988
06/03/1970,3.74,3.92,-0.0012,-0.18,-0.1788
07/03/1970,4.13,4.23,-0.0012,-0.1,-0.0988
07/03/1970,3.86,4.01,-0.0012,-0.15,-0.1488
08/03/1970,4.1,4.33,-0.0012,-0.23,-0.2288
09/03/1970,4.16,4.02,-0.0012,0.14,0.1412
09/03/1970,3.86,4.34,-0.0012,-0.48,-0.4788
10/03/1970,4.19,3.97,-0.0012,0.22,0.2212
10/03/1970,3.86,4.27,-0.0012,-0.41,-0.4088
11/03/1970,4.13,3.88,-0.0012,0.25,0.2512
11/03/1970,3.83,4.12,-0.0012,-0.29,-0.2888
12/03/1970,3.71,3.76,-0.0012,-0.05,-0.0488
12/03/1970,3.55,3.91,-0.0012,-0.36,-0.3588
13/03/1970,3.37,3.61,-0.0012,-0.24,-0.2388
13/03/1970,3.34,3.65,-0.0012,-0.31,-0.3088
14/03/1970,3.25,3.44,-0.0012,-0.19,-0.1888
14/03/1970,3.16,3.37,-0.0012,-0.21,-0.2088
15/03/1970,3.22,3.27,-0.0012,-0.05,-0.0488
15/03/1970,2.79,3.14,-0.0012,-0.35,-0.3488
16/03/1970,2.88,3.18,-0.0012,-0.3,-0.2988
16/03/1970,2.82,3.05,-0.0012,-0.23,-0.2288
17/03/1970,3.19,3.23,-0.0012,-0.04,-0.0388
17/03/1970,3.19,3.11,-0.0012,0.08,0.0812
18/03/1970,3.25,3.38,-0.0012,-0.13,-0.1288
18/03/1970,3.13,3.26,-0.0012,-0.13,-0.1288
19/03/1970,3.28,3.55,-0.0012,-0.27,-0.2688
19/03/1970,3.25,3.41,-0.0012,-0.16,-0.1588
20/03/1970,3.74,3.69,-0.0012,0.05,0.0512
20/03/1970,3.43,3.52,-0.0012,-0.09,-0.0888
21/03/1970,3.8,3.78,-0.0012,0.02,0.0212
21/03/1970,3.43,3.61,-0.0012,-0.18,-0.1788
22/03/1970,3.8,3.83,-0.0012,-0.03,-0.0288
22/03/1970,3.61,3.69,-0.0012,-0.08,-0.0788
23/03/1970,3.77,3.87,-0.0012,-0.1,-0.0988
23/03/1970,3.71,3.76,-0.0012,-0.05,-0.0488
24/03/1970,3.74,3.89,-0.0012,-0.15,-0.1488
25/03/1970,3.86,3.82,-0.0012,0.04,0.0412
25/03/1970,3.67,3.9,-0.0012,-0.23,-0.2288
26/03/1970,3.8,3.85,-0.0012,-0.05,-0.0488
26/03/1970,3.77,3.87,-0.0012,-0.1,-0.0988
27/03/1970,3.71,3.82,-0.0012,-0.11,-0.1088
27/03/1970,3.67,3.79,-0.0012,-0.12,-0.1188
28/03/1970,3.71,3.73,-0.0012,-0.02,-0.0188
28/03/1970,3.52,3.65,-0.0012,-0.13,-0.1288
29/03/1970,3.55,3.59,-0.0012,-0.04,-0.0388
29/03/1970,3.4,3.46,-0.0012,-0.06,-0.0588
30/03/1970,3.55,3.42,-0.0012,0.13,0.1312
30/03/1970,3.4,3.28,-0.0012,0.12,0.1212
31/03/1970,3.4,3.3,-0.0012,0.1,0.1012
31/03/1970,3.1,3.21,-0.0012,-0.11,-0.1088
01/04/1970,3.16,3.34,-0.0014,-0.18,-0.1786
01/04/1970,3.03,3.33,-0.0014,-0.3,-0.2986
02/04/1970,3.52,3.53,-0.0014,-0.01,-0.0086
02/04/1970,3.4,3.54,-0.0014,-0.14,-0.1386
03/04/1970,3.67,3.78,-0.0014,-0.11,-0.1086
03/04/1970,3.52,3.73,-0.0014,-0.21,-0.2086
04/04/1970,3.8,4,-0.0014,-0.2,-0.1986
04/04/1970,3.25,3.87,-0.0014,-0.62,-0.6186
05/04/1970,3.95,4.15,-0.0014,-0.2,-0.1986
05/04/1970,3.64,3.94,-0.0014,-0.3,-0.2986
06/04/1970,4.04,4.21,-0.0014,-0.17,-0.1686
06/04/1970,4.01,3.95,-0.0014,0.06,0.0614
07/04/1970,4.25,4.19,-0.0014,0.06,0.0614
08/04/1970,4.13,3.92,-0.0014,0.21,0.2114
08/04/1970,3.95,4.1,-0.0014,-0.15,-0.1486
09/04/1970,3.95,3.86,-0.0014,0.09,0.0914
09/04/1970,3.92,3.95,-0.0014,-0.03,-0.0286
10/04/1970,3.83,3.78,-0.0014,0.05,0.0514
10/04/1970,3.74,3.76,-0.0014,-0.02,-0.0186
11/04/1970,3.67,3.66,-0.0014,0.01,0.0114
11/04/1970,3.55,3.53,-0.0014,0.02,0.0214
12/04/1970,3.61,3.5,-0.0014,0.11,0.1114
12/04/1970,3.34,3.29,-0.0014,0.05,0.0514
13/04/1970,3.25,3.33,-0.0014,-0.08,-0.0786
13/04/1970,3.08,3.09,-0.0014,-0.01,-0.0086
14/04/1970,3.19,3.21,-0.0014,-0.02,-0.0186
14/04/1970,2.97,3.01,-0.0014,-0.04,-0.0386
15/04/1970,3.19,3.21,-0.0014,-0.02,-0.0186
15/04/1970,3.13,3.07,-0.0014,0.06,0.0614
16/04/1970,3.37,3.31,-0.0014,0.06,0.0614
16/04/1970,3.22,3.22,-0.0014,0,0.0014
17/04/1970,3.49,3.45,-0.0014,0.04,0.0414
17/04/1970,3.4,3.38,-0.0014,0.02,0.0214
18/04/1970,3.31,3.59,-0.0014,-0.28,-0.2786
18/04/1970,3.16,3.51,-0.0014,-0.35,-0.3486
19/04/1970,3.64,3.68,-0.0014,-0.04,-0.0386
19/04/1970,3.34,3.63,-0.0014,-0.29,-0.2886
20/04/1970,3.71,3.76,-0.0014,-0.05,-0.0486
20/04/1970,3.58,3.72,-0.0014,-0.14,-0.1386
21/04/1970,3.86,3.82,-0.0014,0.04,0.0414
21/04/1970,3.74,3.82,-0.0014,-0.08,-0.0786
22/04/1970,4.01,3.86,-0.0014,0.15,0.1514
22/04/1970,3.89,3.89,-0.0014,0,0.0014
23/04/1970,4.22,3.87,-0.0014,0.35,0.3514
24/04/1970,3.92,3.91,-0.0014,0.01,0.0114
24/04/1970,3.92,3.84,-0.0014,0.08,0.0814
25/04/1970,4.16,3.89,-0.0014,0.27,0.2714
25/04/1970,3.98,3.76,-0.0014,0.22,0.2214
26/04/1970,3.64,3.81,-0.0014,-0.17,-0.1686
26/04/1970,3.49,3.63,-0.0014,-0.14,-0.1386
27/04/1970,3.49,3.7,-0.0014,-0.21,-0.2086
27/04/1970,3.4,3.48,-0.0014,-0.08,-0.0786
28/04/1970,3.43,3.58,-0.0014,-0.15,-0.1486
28/04/1970,3.31,3.36,-0.0014,-0.05,-0.0486
29/04/1970,3.43,3.51,-0.0014,-0.08,-0.0786
29/04/1970,3.25,3.34,-0.0014,-0.09,-0.0886
30/04/1970,3.34,3.54,-0.0014,-0.2,-0.1986
30/04/1970,3.25,3.43,-0.0014,-0.18,-0.1786
01/05/1970,3.55,3.67,-0.0013,-0.12,-0.1187
01/05/1970,3.55,3.58,-0.0013,-0.03,-0.0287
02/05/1970,3.58,3.83,-0.0013,-0.25,-0.2487
02/05/1970,3.58,3.71,-0.0013,-0.13,-0.1287
03/05/1970,3.98,3.95,-0.0013,0.03,0.0313
03/05/1970,3.74,3.81,-0.0013,-0.07,-0.0687
04/05/1970,3.89,4.03,-0.0013,-0.14,-0.1387
04/05/1970,3.86,3.86,-0.0013,0,0.0013
05/05/1970,4.04,4.04,-0.0013,0,0.0013
05/05/1970,3.86,3.87,-0.0013,-0.01,-0.0087
06/05/1970,4.1,3.99,-0.0013,0.11,0.1113
07/05/1970,3.89,3.87,-0.0013,0.02,0.0213
07/05/1970,3.86,3.91,-0.0013,-0.05,-0.0487
08/05/1970,3.86,3.85,-0.0013,0.01,0.0113
08/05/1970,3.8,3.79,-0.0013,0.01,0.0113
09/05/1970,3.8,3.81,-0.0013,-0.01,-0.0087
09/05/1970,3.61,3.64,-0.0013,-0.03,-0.0287
10/05/1970,3.74,3.73,-0.0013,0.01,0.0113
10/05/1970,3.46,3.48,-0.0013,-0.02,-0.0187
11/05/1970,3.67,3.61,-0.0013,0.06,0.0613
11/05/1970,3.28,3.3,-0.0013,-0.02,-0.0187
12/05/1970,3.49,3.47,-0.0013,0.02,0.0213
12/05/1970,3.13,3.16,-0.0013,-0.03,-0.0287
13/05/1970,3.37,3.34,-0.0013,0.03,0.0313
13/05/1970,3.1,3.08,-0.0013,0.02,0.0213
14/05/1970,3.28,3.28,-0.0013,0,0.0013
14/05/1970,2.97,3.1,-0.0013,-0.13,-0.1287
15/05/1970,3.28,3.31,-0.0013,-0.03,-0.0287
15/05/1970,3.25,3.21,-0.0013,0.04,0.0413
16/05/1970,3.34,3.39,-0.0013,-0.05,-0.0487
16/05/1970,3.34,3.34,-0.0013,0,0.0013
17/05/1970,3.37,3.49,-0.0013,-0.12,-0.1187
17/05/1970,3.25,3.48,-0.0013,-0.23,-0.2287
18/05/1970,3.46,3.6,-0.0013,-0.14,-0.1387
18/05/1970,3.28,3.62,-0.0013,-0.34,-0.3387
19/05/1970,3.61,3.7,-0.0013,-0.09,-0.0887
19/05/1970,3.49,3.75,-0.0013,-0.26,-0.2587
20/05/1970,3.74,3.78,-0.0013,-0.04,-0.0387
20/05/1970,3.71,3.86,-0.0013,-0.15,-0.1487
21/05/1970,3.89,3.84,-0.0013,0.05,0.0513
21/05/1970,3.58,3.95,-0.0013,-0.37,-0.3687
22/05/1970,3.74,3.87,-0.0013,-0.13,-0.1287
23/05/1970,3.89,3.99,-0.0013,-0.1,-0.0987
23/05/1970,3.77,3.85,-0.0013,-0.08,-0.0787
24/05/1970,3.86,3.99,-0.0013,-0.13,-0.1287
24/05/1970,3.74,3.79,-0.0013,-0.05,-0.0487
25/05/1970,3.92,3.96,-0.0013,-0.04,-0.0387
25/05/1970,3.55,3.7,-0.0013,-0.15,-0.1487
26/05/1970,3.71,3.9,-0.0013,-0.19,-0.1887
26/05/1970,3.4,3.61,-0.0013,-0.21,-0.2087
27/05/1970,3.67,3.83,-0.0013,-0.16,-0.1587
27/05/1970,3.4,3.53,-0.0013,-0.13,-0.1287
28/05/1970,3.74,3.78,-0.0013,-0.04,-0.0387
28/05/1970,3.34,3.5,-0.0013,-0.16,-0.1587
29/05/1970,3.67,3.77,-0.0013,-0.1,-0.0987
29/05/1970,3.43,3.52,-0.0013,-0.09,-0.0887
30/05/1970,3.67,3.79,-0.0013,-0.12,-0.1187
30/05/1970,3.52,3.58,-0.0013,-0.06,-0.0587
31/05/1970,3.67,3.82,-0.0013,-0.15,-0.1487
31/05/1970,3.64,3.66,-0.0013,-0.02,-0.0187
01/06/1970,3.67,3.85,-0.0014,-0.18,-0.1786
01/06/1970,3.55,3.73,-0.0014,-0.18,-0.1786
02/06/1970,3.74,3.87,-0.0014,-0.13,-0.1286
02/06/1970,3.67,3.78,-0.0014,-0.11,-0.1086
03/06/1970,3.74,3.85,-0.0014,-0.11,-0.1086
03/06/1970,3.71,3.82,-0.0014,-0.11,-0.1086
04/06/1970,3.74,3.8,-0.0014,-0.06,-0.0586
04/06/1970,3.64,3.85,-0.0014,-0.21,-0.2086
05/06/1970,3.67,3.74,-0.0014,-0.07,-0.0686
06/06/1970,3.98,3.86,-0.0014,0.12,0.1214
06/06/1970,3.67,3.67,-0.0014,0,0.0014
07/06/1970,3.95,3.85,-0.0014,0.1,0.1014
07/06/1970,3.58,3.58,-0.0014,0,0.0014
08/06/1970,3.95,3.8,-0.0014,0.15,0.1514
08/06/1970,3.58,3.49,-0.0014,0.09,0.0914
09/06/1970,3.89,3.73,-0.0014,0.16,0.1614
09/06/1970,3.43,3.39,-0.0014,0.04,0.0414
10/06/1970,3.71,3.63,-0.0014,0.08,0.0814
10/06/1970,3.34,3.29,-0.0014,0.05,0.0514
11/06/1970,3.55,3.51,-0.0014,0.04,0.0414
11/06/1970,3.28,3.22,-0.0014,0.06,0.0614
12/06/1970,3.52,3.42,-0.0014,0.1,0.1014
12/06/1970,3.28,3.19,-0.0014,0.09,0.0914
13/06/1970,3.4,3.36,-0.0014,0.04,0.0414
13/06/1970,3.31,3.22,-0.0014,0.09,0.0914
14/06/1970,,3.36,-0.0014,,
14/06/1970,,3.31,-0.0014,,
15/06/1970,,3.42,-0.0014,,
15/06/1970,,3.43,-0.0014,,
16/06/1970,,3.52,-0.0014,,
16/06/1970,,3.58,-0.0014,,
17/06/1970,,3.64,-0.0014,,
17/06/1970,,3.74,-0.0014,,
18/06/1970,,3.76,-0.0014,,
18/06/1970,,3.9,-0.0014,,
19/06/1970,,3.85,-0.0014,,
19/06/1970,,4.03,-0.0014,,
20/06/1970,4.01,3.91,-0.0014,0.1,0.1014
21/06/1970,4.16,4.12,-0.0014,0.04,0.0414
